업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
룰루랄라,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 241-65,경기도 안산시 단원구 대부남동 3-613번지,,2,,Y,,,유리섬박물관+베르아델승마클럽,37.230974,126.580231,2019-04-15
아띠펜션,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 249,경기도 안산시 단원구 대부남동 3-658번지,,2,,Y,,,유리섬박물관+베르아델승마클럽,37.221790,126.601387,2019-04-15
하늘정원,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 261-75,경기도 안산시 단원구 대부남동 3-568번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.223482,126.601752,2019-04-15
더화이트A,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 261-77,경기도 안산시 단원구 대부남동 3-569번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.220266,126.602234,2019-04-15
더화이트B,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 261-79,경기도 안산시 단원구 대부남동 3-716번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.230427,126.580403,2019-04-15
더화이트C,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 261-81,경기도 안산시 단원구 대부남동 3-626번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.230837,126.580403,2019-04-15
아델,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 265-1,경기도 안산시 단원구 대부남동 3-662번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.230837,126.580575,2019-04-15
해랑나랑,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 279,경기도 안산시 단원구 대부남동 3-622번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.220478,126.604463,2019-04-15
가자펜션,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 283-1,경기도 안산시 단원구 대부남동 3-609번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.220414,126.604963,2019-04-15
물빛인쇄소,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-130,경기도 안산시 단원구 대부남동 3-361번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.223024,126.604972,2019-04-15
May136,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-136,경기도 안산시 단원구 대부남동 3-726번지,,6,,Y,,,유리섬박물관+베르아델승마클럽,37.230837,126.580231,2019-04-15
VASO142,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-142,경기도 안산시 단원구 대부남동 3-348번지,,6,,Y,,,유리섬박물관+베르아델승마클럽,37.230427,126.580403,2019-04-15
메르블루(가동),민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-150,경기도 안산시 단원구 대부남동 3-329번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.223656,126.604383,2019-04-15
지브이80,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-179,경기도 안산시 단원구 대부남동 3-497번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.221327,126.605288,2019-04-15
펜션나드리,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-189,경기도 안산시 단원구 대부남동 3-281번지,,2,,Y,,,유리섬박물관+베르아델승마클럽,37.221137,126.605428,2019-04-15
모노리스B,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-23,경기도 안산시 단원구 대부남동 3-699번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.221690,126.606020,2019-04-15
해솔바다향기,민박,내국인+외국인,,경기도 안산시 단원구 고랫부리길 140-8,경기도 안산시 단원구 대부남동 600-20번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.202945,126.567113,2019-04-15
고랫부리민박,민박,내국인+외국인,,경기도 안산시 단원구 고랫부리길 158-23,경기도 안산시 단원구 대부남동 590-3번지,,2,,Y,,,유리섬박물관+베르아델승마클럽,37.201277,126.565541,2019-04-15
청춘풍차펜션,민박,내국인+외국인,,경기도 안산시 단원구 고랫부리길 92,경기도 안산시 단원구 대부남동 523번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.206965,126.569161,2019-04-15
뜨락,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 183-9,경기도 안산시 단원구 대부북동 1871-21번지,,3,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276247,126.552213,2019-04-15
썬리치,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 203,경기도 안산시 단원구 대부북동 1871-33번지,,6,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.277860,126.549683,2019-04-15
대부도 펜션월드(수까사),민박,내국인+외국인,,경기도 안산시 단원구 나루터길 24,경기도 안산시 단원구 선감동 685번지,,5,,Y,,,선감어촌체험마을+탄도항,37.233948,126.624821,2019-04-15
피아노바다,민박,내국인+외국인,,경기도 안산시 단원구 느릿부리안길 119,경기도 안산시 단원구 대부남동 31-14번지,,2,,Y,,,유리섬박물관+베르아델승마클럽,37.214819,126.593920,2019-04-15
바닷가펜션,민박,내국인+외국인,,경기도 안산시 단원구 느릿부리안길 50,경기도 안산시 단원구 대부남동 63-5번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.217027,126.588212,2019-04-15
라메르르시엘,민박,내국인+외국인,,경기도 안산시 단원구 느릿부리안길 91,경기도 안산시 단원구 대부남동 52-2번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.214585,126.591623,2019-04-15
해와달펜션,민박,내국인+외국인,,경기도 안산시 단원구 대남로 205,경기도 안산시 단원구 대부남동 460-115번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.226791,126.577139,2019-04-15
떼루와,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-118,경기도 안산시 단원구 대부남동 3-404번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.222914,126.600986,2019-04-15
탄도민박,민박,내국인+외국인,,경기도 안산시 단원구 대부황금로 153-3,경기도 안산시 단원구 선감동 680-12번지,,4,,Y,,,선감어촌체험마을+탄도항,37.205270,126.644850,2019-04-15
예다사랑,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 241-25,경기도 안산시 단원구 대부남동 3-154번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.222513,126.600788,2019-04-15
머뭄3-4나동,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 241-32,경기도 안산시 단원구 대부남동 3-196번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.223207,126.602628,2019-04-15
놀러와,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 241-51,경기도 안산시 단원구 대부남동 3-554번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.223079,126.600983,2019-04-15
블루,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 241-58,경기도 안산시 단원구 대부남동 3-172번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.223749,126.602958,2019-04-15
아띠,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 241-6,경기도 안산시 단원구 대부남동 3-157번지,,2,,Y,,,유리섬박물관+베르아델승마클럽,37.221723,126.600873,2019-04-15
아침햇살,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 283,경기도 안산시 단원구 대부남동 3-618번지,,4,,Y,,,유리섬박물관+베르아델승마클럽,37.220266,126.604838,2019-04-15
헤즐럿,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-122,경기도 안산시 단원구 대부남동 3-176번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.222815,126.605050,2019-04-15
건축학개론,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-138,경기도 안산시 단원구 대부남동 3-350번지,,6,,Y,,,유리섬박물관+베르아델승마클럽,37.230563,126.580403,2019-04-15
바다드림,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-170,경기도 안산시 단원구 대부남동 3-418번지,,3,,Y,,,유리섬박물관+베르아델승마클럽,37.230563,126.580403,2019-04-15
모노리스A,민박,내국인+외국인,,경기도 안산시 단원구 부흥로 287-21,경기도 안산시 단원구 대부남동 3-244번지,,6,,Y,,,유리섬박물관+베르아델승마클럽,37.221794,126.605682,2019-04-15
좋은나무,민박,내국인+외국인,,경기도 안산시 단원구 갈마지길 33,경기도 안산시 단원구 대부동동 1833번지,,4,,Y,,,해맞이승마클럽+동주염전,37.246428,126.584640,2019-04-15
별빛정원펜션,민박,내국인+외국인,,경기도 안산시 단원구 고랫부리길 84,경기도 안산시 단원구 대부남동 521-1번지,,5,,Y,,,유리섬박물관+베르아델승마클럽,37.201322,126.565533,2019-04-15
나폴리,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-107,경기도 안산시 단원구 대부동동 1567-166번지,,6,,Y,,,해맞이승마클럽+동주염전,37.233947,126.588796,2019-04-15
쏘렌토,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-111,경기도 안산시 단원구 대부동동 1567-164번지,,6,,Y,,,해맞이승마클럽+동주염전,37.233964,126.588413,2019-04-15
세느,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-18,경기도 안산시 단원구 대부동동 1567-40번지,,4,,Y,,,해맞이승마클럽+동주염전,37.236432,126.588215,2019-04-15
루브르,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-26,경기도 안산시 단원구 대부동동 1567-69번지,,4,,Y,,,해맞이승마클럽+동주염전,37.236316,126.588805,2019-04-15
퐁네프,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-32,경기도 안산시 단원구 대부동동 1567-70번지,,4,,Y,,,해맞이승마클럽+동주염전,37.236170,126.588532,2019-04-15
샹젤리제,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-5,경기도 안산시 단원구 대부동동 1567-81번지,,4,,Y,,,해맞이승마클럽+동주염전,37.236328,126.589306,2019-04-15
잔세스칸스,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-64,경기도 안산시 단원구 대부동동 1567-73번지,,3,,Y,,,해맞이승마클럽+동주염전,37.235539,126.588319,2019-04-15
암스테르담,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-70,경기도 안산시 단원구 대부동동 1567-103번지,,3,,Y,,,해맞이승마클럽+동주염전,37.235326,126.588441,2019-04-15
노팅힐,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-87,경기도 안산시 단원구 대부동동 1567-136번지,,6,,Y,,,해맞이승마클럽+동주염전,37.234574,126.588842,2019-04-15
콜로세움,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-91,경기도 안산시 단원구 대부동동 1567-109번지,,4,,Y,,,해맞이승마클럽+동주염전,37.234537,126.588464,2019-04-15
마터호른,민박,내국인+외국인,,경기도 안산시 단원구 공마루길 68-96,경기도 안산시 단원구 대부동동 1567-137번지,,2,,Y,,,해맞이승마클럽+동주염전,37.234820,126.588052,2019-04-15
바다횟집펜션,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 102-22,경기도 안산시 단원구 대부북동 1866-12번지,,7,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276784,126.560546,2019-04-15
바닷가우리집,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 102-32,경기도 안산시 단원구 대부북동 1866-4번지,,6,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276765,126.559213,2019-04-15
민들레,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 105,경기도 안산시 단원구 대부북동 1865-17번지,,5,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.274742,126.559794,2019-04-15
몽당연필펜션,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 168,경기도 안산시 단원구 대부북동 1871-1번지,,1,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276427,126.553352,2019-04-15
하늘마루,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 183-11,경기도 안산시 단원구 대부북동 1871-23번지,,4,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276066,126.552251,2019-04-15
바다여행,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 183-18,경기도 안산시 단원구 대부북동 1871-27번지,,3,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.275407,126.552313,2019-04-15
해솔길펜션,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 183-5,경기도 안산시 단원구 대부북동 1871-16번지,,3,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276592,126.552066,2019-04-15
노을이아름다운펜션,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 183-6,경기도 안산시 단원구 대부북동 1871-15번지,,4,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276568,126.551757,2019-04-15
푸른섬민박,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 201,경기도 안산시 단원구 대부북동 1871-32번지,,4,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.277306,126.549598,2019-04-15
할매민박,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 201-10,경기도 안산시 단원구 대부북동 1871-12번지,,4,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276658,126.549783,2019-04-15
바다애,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 201-23,경기도 안산시 단원구 대부북동 1871-5번지,,5,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276454,126.550481,2019-04-15
여주민박,민박,내국인+외국인,,경기도 안산시 단원구 구봉길 201-25,경기도 안산시 단원구 대부북동 1871-7번지,,4,,Y,,,바다향기테마파크+그랑꼬또와이너리+구봉도낙조전망대,37.276355,126.550420,2019-04-15
소나무펜션,민박,내국인,,경기도 안성시 금광면 상촌새말길 3-37,경기도 안성시 금광면 상중리 472-1번지,,2,,Y,,,,36.9433952,127.3134042,2019-03-31
라성관광농원,민박,내국인,,경기도 안성시 일죽면 산전길 82-17,경기도 안성시 일죽면 금산리 396-1번지,,4,,Y,,,,37.0641038,127.4963469,2019-03-31
별빛고운,민박,내국인,,경기도 안성시 고삼면 이전봉산길 439-11,경기도 안성시 고삼면 봉산리 605-3번지,,3,,Y,,,,37.0760466,127.2704242,2019-03-31
금광관광농원,민박,내국인,,경기도 안성시 금광면 현곡길 344,경기도 안성시 금광면 현곡리 566번지,,6,,Y,,,,36.9593907,127.3609199,2019-03-31
다온누리,민박,내국인,,경기도 안성시 죽산면 용설호수길 66,경기도 안성시 죽산면 용설리 529-2번지,,4,,Y,,,,37.0580225,127.4483346,2019-03-31
소꿉놀이,민박,내국인,,경기도 안성시 대덕면 숲속길 1-7,경기도 안성시 대덕면 내리 50-36번지,,1,,Y,,,,37.0104187,127.2335315,2019-03-31
안성숲속빌리지2,민박,내국인,,경기도 안성시 죽산면 용설로 232-70,경기도 안성시 죽산면 용설리 777-1번지,,2,,Y,,,,37.0623219,127.4382519,2019-03-31
파크엘림,민박,내국인,,경기도 안성시 일죽면 주래본죽로 124-26,경기도 안성시 일죽면 주천리 250-9번지,,4,,Y,,,,37.0900163,127.4902162,2019-03-31
별빛,민박,내국인,,경기도 안성시 고삼면 이전봉산길 439-11,경기도 안성시 고삼면 봉산리 605-3번지,,4,,Y,,,,37.0760466,127.2704242,2019-03-31
두멍골민박,민박,내국인,,경기도 안성시 고삼면 이전봉산길 393,경기도 안성시 고삼면 봉산리 532번지,,2,,Y,,,,37.0782629,127.2745142,2019-03-31
덕산저수지민박,민박,내국인,,경기도 안성시 삼죽면 덕산호수길 91-10,경기도 안성시 삼죽면 배태리 86-3번지,,2,,Y,,,,37.0785969,127.3653032,2019-03-31
전망좋은집,민박,내국인,,경기도 안성시 삼죽면 보삼로 618-33,경기도 안성시 삼죽면 내강리 461-1번지,,1,,Y,,,,37.0733199,127.3612861,2019-03-31
솔향기흙내음,민박,내국인,,경기도 안성시 삼죽면 텃골길 31,경기도 안성시 삼죽면 기솔리 117번지,,3,,Y,,,,37.0607696,127.3424509,2019-03-31
둥굴레,민박,내국인,,경기도 안성시 고삼면 향림길 40,경기도 안성시 고삼면 월향리 255-7번지,,3,,Y,,,,37.0892947,127.2848450,2019-03-31
고삼호수,민박,내국인,,경기도 안성시 고삼면 향림길 50,경기도 안성시 고삼면 월향리 218-5번지,,3,,Y,,,,37.0883485,127.2848977,2019-03-31
금슬펜션,민박,내국인,,경기도 안성시 고삼면 삼은길 30,경기도 안성시 고삼면 봉산리 172-1번지,,2,,Y,,,,37.0764056,127.2902626,2019-03-31
꽃피는산골,민박,내국인,,경기도 안성시 고삼면 쌍지길 11-148,경기도 안성시 고삼면 쌍지리 1045-3번지,,2,,Y,,,,37.1069286,127.2770128,2019-03-31
고삼마을펜션,민박,내국인,,경기도 안성시 고삼면 이전봉산길 478-12,경기도 안성시 고삼면 봉산리 624-4번지,,2,,Y,,,,37.0801584,127.2690666,2019-03-31
반딧불펜션,민박,내국인,,경기도 안성시 보개면 서동대로 5788-60,경기도 안성시 보개면 상삼리 46-11번지,,2,,Y,,,,37.0211666,127.3333971,2019-03-31
세렌디피티,민박,내국인,,경기도 안성시 금광면 진안로 916,경기도 안성시 금광면 금광리 297-7번지,,5,,Y,,,,36.9945552,127.3279235,2019-03-31
산장느낌,민박,내국인,,경기도 안성시 금광면 진안로 272-3,경기도 안성시 금광면 옥정리 128-2번지,,3,,Y,,,,36.9707809,127.3724728,2019-03-31
거먹골한옥민박,민박,내국인,,경기도 안성시 금광면 현곡길 294,경기도 안성시 금광면 현곡리 469-1번지,,5,,Y,,,,36.9624750,127.3570380,2019-03-31
민지네 민박,민박,내국인,,경기도 안성시 금광면 대동길 35-65,경기도 안성시 금광면 석하리 468-2번지,,2,,Y,,,,36.9545580,127.3034794,2019-03-31
금광레이크펜션,민박,내국인,,경기도 안성시 금광면 진안로 629,경기도 안성시 금광면 현곡리 12-3번지,,3,,Y,,,,36.9846931,127.3392259,2019-03-31
노을들녘,민박,내국인,,경기도 안성시 금광면 금광오산로 28-78,경기도 안성시 금광면 오산리 350-4번지,,3,,Y,,,,36.9823014,127.3107655,2019-03-31
아름다운,민박,내국인,,경기도 안성시 서운면 청룡길 57,경기도 안성시 서운면 청용리 133-2번지,,3,,Y,,,,36.9084548,127.2830672,2019-03-31
산 아래,민박,내국인,,경기도 안성시 서운면 청룡길 90-169,경기도 안성시 서운면 청용리 184-1번지,,1,,Y,,,,36.9033398,127.2892981,2019-03-31
서운산방,민박,내국인,,경기도 안성시 서운면 청룡길 128-16,경기도 안성시 서운면 청용리 58-20번지,,1,,Y,,,,36.9120675,127.2908457,2019-03-31
진성농원민박,민박,내국인,,경기도 안성시 양성면 염티길 145-48,경기도 안성시 양성면 노곡리 190-3번지,,2,,Y,,,,37.1127902,127.2629027,2019-03-31
레이크팬션,민박,내국인,,경기도 안성시 죽산면 용설호수길 150,경기도 안성시 죽산면 용설리 266번지,,7,,Y,,,,37.0546033,127.4494389,2019-03-31
안성퓨전,민박,내국인,,경기도 안성시 죽산면 용설로 300-23,경기도 안성시 죽산면 용설리 846번지,,5,,Y,,,,37.0574939,127.4377971,2019-03-31
프로방스,민박,내국인,,경기도 안성시 죽산면 용설호수길 134,경기도 안성시 죽산면 용설리 270-4번지,,2,,Y,,,,37.0545785,127.4512487,2019-03-31
송지원,민박,내국인,,경기도 안성시 죽산면 용설호수길 245-13,경기도 안성시 죽산면 용설리 438번지,,2,,Y,,,,37.0491039,127.4429990,2019-03-31
산삼꽃피는마을,민박,내국인,,경기도 안성시 죽산면 겨티길 104,경기도 안성시 죽산면 용설리 10-6번지,,3,,Y,,,,37.0502681,127.4615544,2019-03-31
물내음 팬션,민박,내국인,,경기도 안성시 죽산면 용설로 315-12,경기도 안성시 죽산면 용설리 805번지,,3,,Y,,,,37.0581023,127.4414095,2019-03-31
용설호수민박,민박,내국인,,경기도 안성시 죽산면 용설호수길 234,경기도 안성시 죽산면 용설리 940번지,,2,,Y,,,,37.0503858,127.4423544,2019-03-31
별빛고은바람길,민박,내국인,,경기도 안성시 죽산면 두메호수로 214-28,경기도 안성시 죽산면 칠장리 188번지,,5,,Y,,,,37.0178309,127.4198055,2019-03-31
안성숲속빌리지1,민박,내국인,,경기도 안성시 죽산면 용설로 232-70,경기도 안성시 죽산면 용설리 777-1번지,,2,,Y,,,,37.0623219,127.4382519,2019-03-31
뜰안채,민박,내국인,,경기도 안성시 죽산면 용설로 315-10,경기도 안성시 죽산면 용설리 807번지,,3,,Y,,,,37.0579395,127.4415772,2019-03-31
옥희와인게스트하우스,민박,내국인+외국인,,경기도 안양시 동안구 관양로 279,경기도 안양시 동안구 관양동 1498-22번지 삼우빌라,,4,,,,,,37.3980847,126.9754636,2022-03-28
루멧게스트하우스,민박,내국인+외국인,,경기도 안양시 만안구 박달로 575,경기도 안양시 만안구 안양동 693-4번지,,10,,,,,,37.4029396,126.916707,2022-03-28
여울목펜션,펜션,내국인,,경기도 양주시 장흥면 권율로309번길 67-13,경기도 양주시 장흥면 석현리 359-2번지,031-855-9090,8,"바베큐장, 주차장 등",Y,"카드, 현금",http://장흥여울목.com/,"양주시립장욱진미술관,청암민속박물관,장흥자생수목원,송암스페이스센터 등",37.7416062,126.953315,2020-05-01
그레이스밸리,펜션,내국인,,경기도 양주시 장흥면 권율로309번길 114,"경기도 양주시 장흥면 석현리 333번지 (A,B,C,D,E,F동)",031-829-7954,83,"바베큐장, 주차장 등",Y,"카드, 현금",http://www.gracepension.co.kr/,"양주시립장욱진미술관,청암민속박물관,장흥자생수목원,송암스페이스센터 등",37.7433966,126.9527602,2020-05-01
장흥힐링펜션,펜션,내국인,,경기도 양주시 장흥면 권율로309번길 438,경기도 양주시 장흥면 석현리 272-6번지,031-837-5522,7,"바베큐장, 주차장 등",Y,"카드, 현금",http://hkj9139.himuser.com/,"양주시립장욱진미술관,청암민속박물관,장흥자생수목원,송암스페이스센터 등",37.75319559,126.9446202,2020-05-01
그레이캐슬,펜션,내국인,,경기도 양주시 장흥면 권율로309번길 67-22,경기도 양주시 장흥면 석현리 360-19번지,031-875-9191,14,"바베큐장, 주차장 등",Y,"카드, 현금",http://greycastle.modoo.at,"양주시립장욱진미술관,청암민속박물관,장흥자생수목원,송암스페이스센터 등",37.74184632,126.9512591,2020-05-01
레마르크펜션,펜션,내국인,,경기도 양주시 장흥면 권율로309번길 99,경기도 양주시 장흥면 석현리 359-3번지,031-855-2714,9,"바베큐장, 주차장 등",Y,"카드, 현금",http://remarque.kr/,"양주시립장욱진미술관,청암민속박물관,장흥자생수목원,송암스페이스센터 등",37.74259673,126.9532464,2020-05-01
펜션 아트시티 투,펜션,내국인,,경기도 양주시 장흥면 권율로309번길 33,경기도 양주시 장흥면 석현리 361번지,031-855-0082,12,"바베큐장, 주차장 등",Y,"카드, 현금",http://www.artcityps2.com/,"양주시립장욱진미술관,청암민속박물관,장흥자생수목원,송암스페이스센터 등",37.7404389,126.9534883,2020-05-01
양평수목,민박,내국인+외국인,,경기도 양평군 강하면 운포2길 13-40,경기도 양평군 강하면 운심리 413-15번지,,1,,,,,,37.4870368317,127.3884683401,2021-06-24
힐링 포레스트,민박,내국인+외국인,,경기도 양평군 용문면 중원산로453번길 72,경기도 양평군 용문면 중원리 436-16번지,,2,,,,,,37.5409850522,127.6098461632,2021-06-24
비아지오,민박,내국인+외국인,,경기도 양평군 용문면 벌터골길 69,경기도 양평군 용문면 덕촌리 184-4번지,,1,,,,,,37.5191767660,127.5939938904,2021-06-24
하얀민박,민박,내국인+외국인,,경기도 양평군 양동면 쌍학마골길 55,경기도 양평군 양동면 쌍학리 668번지,,1,,,,,,37.4145249218,127.7373693494,2021-06-24
라이브 힐링 펜션,민박,내국인+외국인,,경기도 양평군 용문면 연수로590번길 18-10,경기도 양평군 용문면 연수리 336-45번지,,2,,,,,,37.5248690006,127.5590081277,2021-06-24
솔빌리지,민박,내국인+외국인,,경기도 양평군 옥천면 사나사길 207-7,경기도 양평군 옥천면 용천리 317번지,,4,,,,,,37.5303459978,127.5000679392,2021-06-24
양평 자그마치,민박,내국인+외국인,,경기도 양평군 단월면 석산로 1423,경기도 양평군 단월면 석산리 218번지,,1,,,,,,37.6407775493,127.6057083755,2021-06-24
메리도그하우스,민박,내국인+외국인,,경기도 양평군 청운면 가현길 440-1,경기도 양평군 청운면 가현리 130-4번지,,5,,,,,,37.5206494830,127.7296137783,2021-06-24
감나무,민박,내국인+외국인,,경기도 양평군 옥천면 동막길 80,경기도 양평군 옥천면 신복리 174번지,,3,,,,,,37.5608163114,127.4668359104,2021-06-24
재재스테이,민박,내국인+외국인,,경기도 양평군 용문면 학골길9번길 23-7,경기도 양평군 용문면 연수리 547-7번지,,1,,,,,,37.5086525975,127.5607152086,2021-06-24
약수동산,민박,내국인+외국인,,경기도 양평군 옥천면 옥천창말길 18-80,경기도 양평군 옥천면 옥천리 936번지,,2,,,,,,37.5076141152,127.4551827566,2021-06-24
양평 주주송 독채펜션,민박,내국인+외국인,,경기도 양평군 옥천면 중미산로 1231,경기도 양평군 옥천면 신복리 115번지,,2,,,,,,37.5852950858,127.4602330987,2021-06-24
유주별장,민박,내국인+외국인,,경기도 양평군 단월면 통골길 77,경기도 양평군 단월면 명성리 85-12번지,,1,,,,,,37.6007766863,127.6795150146,2021-06-24
해·달·별,민박,내국인+외국인,,경기도 양평군 용문면 태남길 51,경기도 양평군 용문면 연수리 255-1번지,,1,,,,,,37.5289289011,127.5509077423,2021-06-24
숲,민박,내국인+외국인,,경기도 양평군 단월면 통골길 83,경기도 양평군 단월면 명성리 85-9번지,,4,,,,,,37.6004706072,127.6792650484,2021-06-24
쉼스테이,민박,내국인+외국인,,경기도 양평군 옥천면 검듸길 173,경기도 양평군 옥천면 신복리 397-89번지,,1,,,,,,37.5513446214,127.4730554704,2021-06-24
나들펜션,민박,내국인+외국인,,경기도 양평군 서종면 거북바위1길 78,경기도 양평군 서종면 서후리 151번지,,2,,,,,,37.5791945774,127.4262033422,2021-06-24
타샤의 아침,민박,내국인+외국인,,경기도 양평군 용문면 연수로458번길 44,경기도 양평군 용문면 연수리 428-3번지,,3,,,,,,37.5163300587,127.5655244838,2021-06-24
해봄,민박,내국인+외국인,,경기도 양평군 용문면 벌터골길 139-1,경기도 양평군 용문면 덕촌리 368-2번지,,2,,,,,,37.5224352038,127.5881358390,2021-06-24
먼동펜션,민박,내국인+외국인,,경기도 양평군 용문면 용문산로192번길 10-6,경기도 양평군 용문면 덕촌리 91-4번지,,3,,,,,,37.5142837105,127.6031760524,2021-06-24
편안하개,민박,내국인+외국인,,경기도 양평군 양동면 양서북로 593-20,경기도 양평군 양동면 계정리 233-9번지,,3,,,,,,37.4628680101,127.7698512657,2021-06-24
힐링나라,민박,내국인+외국인,,경기도 양평군 서종면 화서로 1140,경기도 양평군 서종면 명달리 420-1번지,,4,,,,,,37.6165705885,127.4364777419,2021-06-24
해피알프스,민박,내국인+외국인,,경기도 양평군 옥천면 돗내미길 45,경기도 양평군 옥천면 신복리 235-26번지,,4,,,,,,37.5504543663,127.4514098310,2021-06-24
먼동1펜션,민박,내국인+외국인,,경기도 양평군 용문면 용문산로192번길 10-4,경기도 양평군 용문면 덕촌리 91-16번지,,2,,,,,,37.5142114333,127.6033683185,2021-06-24
온리유펜션,민박,내국인+외국인,,경기도 양평군 서종면 서정로 109,경기도 양평군 서종면 서후리 42번지,,5,,,,,,37.5825742192,127.4255091222,2021-06-24
I'm forest,민박,내국인+외국인,,경기도 양평군 용문면 중원산로420번길 7-6,경기도 양평군 용문면 중원리 285-4번지,,2,,,,,,37.5388963894,127.6166460320,2021-06-24
